1 32 4622548 11857852 271 992 10.1495 1576 0.142537 10.0023 158 233 271 271 271 271 271 271
2 32 4211376 12852255 446 1840 10.2265 2392 0.222192 10.0015 141 252 311 446 446 446 446 446
3 32 11719781 8068196 191 1111 10.1623 1745 0.15733 10.0013 101 170 191 191 191 191 191 191
4 32 11464306 6571624 262 937 10.2277 1456 0.222538 10.0013 113 194 243 262 262 262 262 262
5 32 8389562 13022283 208 839 10.2096 1417 0.204485 10.0013 116 183 208 208 208 208 208 208
6 32 7832190 10852974 1188 2456 10.2484 3230 0.242508 10.0017 149 397 546 1044 1188 1188 1188 1188
7 32 7815414 6617246 164 1185 10.2032 1842 0.195834 10.0023 101 149 164 164 164 164 164 164
8 32 5084518 10965592 202 695 10.1581 1368 0.153549 10.0013 140 190 202 202 202 202 202 202
9 32 9947047 7786739 109 692 10.1832 1292 0.176878 10.0023 86 109 109 109 109 109 109 109
10 32 11987559 11085706 101 535 10.1884 1048 0.181546 10.0023 84 101 101 101 101 101 101 101
11 32 6093787 10096704 148 735 10.1783 1432 0.172533 10.0024 99 142 148 148 148 148 148 148
12 32 5446244 11427230 531 2558 10.2512 3705 0.243978 10.0024 140 314 396 531 531 531 531 531
13 32 7054019 15408138 99 947 10.2003 1792 0.193646 10.0013 80 99 99 99 99 99 99 99
14 32 3995658 17221553 214 934 10.1812 1760 0.17408 10.0024 144 213 214 214 214 214 214 214
15 32 11385309 6825467 874 3415 10.2189 4564 0.212137 10.0024 144 306 405 845 874 874 874 874
16 32 11148497 9299900 634 1153 10.2208 2004 0.213563 10.0017 228 393 465 634 634 634 634 634
17 32 6404965 12361754 156 594 10.1332 1038 0.128102 10.0016 123 156 156 156 156 156 156 156
18 32 8452100 11535936 675 2514 10.2305 3645 0.224456 10.0017 229 403 504 675 675 675 675 675
19 32 9710185 7571914 1140 5463 10.3048 7289 0.297348 10.0023 123 314 469 976 1140 1140 1140 1140
20 32 7249179 9423858 148 468 10.169 910 0.16377 10.0023 110 148 148 148 148 148 148 148
21 32 5717406 11723210 748 1312 10.2464 1969 0.239254 10.0028 147 299 414 748 748 748 748 748
22 32 4161526 11691532 230 706 10.1844 1295 0.178459 10.0024 156 203 230 230 230 230 230 230
23 32 8937763 5349768 303 1381 10.2092 2021 0.20368 10.0014 103 181 231 303 303 303 303 303
24 32 4530607 13305162 276 744 10.1882 1282 0.181184 10.0024 147 220 267 276 276 276 276 276
25 32 8805136 6341151 347 1268 10.2015 1983 0.19553 10.0024 118 200 247 347 347 347 347 347
26 32 6786830 13880619 533 1931 10.2321 2946 0.225743 10.0014 159 321 393 533 533 533 533 533
27 32 7525318 14338744 599 3833 10.2802 5434 0.273176 10.0016 92 222 327 599 599 599 599 599
28 32 6113803 11686654 124 413 10.1553 769 0.14991 10.0025 98 124 124 124 124 124 124 124
29 32 3975253 10106306 172 724 10.1443 1283 0.13908 10.0013 121 168 172 172 172 172 172 172
30 32 22392142 7655399 188 2324 10.2475 3201 0.241078 10.0022 97 157 188 188 188 188 188 188
31 32 7162896 11771848 224 791 10.1525 1230 0.147849 10.0013 98 170 216 224 224 224 224 224
32 32 6260807 13706376 1113 3596 10.3125 5270 0.305052 10.0017 230 567 730 1113 1113 1113 1113 1113
33 32 8968604 16039500 294 1408 10.1799 2361 0.173483 10.0022 104 190 238 294 294 294 294 294
34 32 3239381 16719377 152 860 10.1724 1416 0.165736 10.0023 106 150 152 152 152 152 152 152
35 32 7455878 12239396 279 2586 10.2701 4305 0.262378 10.0022 91 169 225 279 279 279 279 279
36 32 6003340 12391161 140 1254 10.2043 2155 0.197341 10.0024 92 134 140 140 140 140 140 140
37 32 7216091 12073302 334 1927 10.2387 2894 0.231989 10.0014 141 221 270 334 334 334 334 334
38 32 5039482 14524285 167 543 10.1786 1062 0.172524 10.0025 127 167 167 167 167 167 167 167
39 32 4033072 14904953 130 933 10.1921 1560 0.184791 10.0024 90 130 130 130 130 130 130 130
40 32 7325009 11779333 210 623 10.2327 857 0.227436 10.0013 113 183 210 210 210 210 210 210
41 32 7342209 9169083 563 1817 10.2138 2452 0.207602 10.0023 134 259 357 563 563 563 563 563
42 32 7952853 16122998 422 1667 10.2278 2595 0.22077 10.0014 155 291 347 422 422 422 422 422
43 32 10110467 7490683 135 471 10.1211 821 0.116896 10.0023 99 135 135 135 135 135 135 135
44 32 8796400 10406297 347 1835 10.216 2788 0.209582 10.0014 121 243 293 347 347 347 347 347
45 32 11824066 8403349 253 1842 10.2638 2623 0.257806 10.0013 145 228 253 253 253 253 253 253
46 32 8924104 12100575 329 2171 10.2352 3406 0.228247 10.0023 128 235 283 329 329 329 329 329
47 32 5728579 12074479 832 1980 10.2384 2652 0.231675 10.0022 134 346 502 832 832 832 832 832
48 32 11939947 7952635 142 538 10.1641 1059 0.158429 10.0023 83 133 142 142 142 142 142 142
49 32 4694616 14454732 165 754 10.2162 1222 0.209413 10.0023 92 140 165 165 165 165 165 165
50 32 11000288 11011614 689 2202 10.2322 3285 0.224681 10.0015 196 371 464 689 689 689 689 689
51 32 9463970 10818826 199 1493 10.1918 2182 0.184905 10.0023 90 156 199 199 199 199 199 199
52 32 8515451 7055772 518 1624 10.2512 2231 0.244797 10.0025 147 320 389 518 518 518 518 518
53 32 8591654 8456004 157 2454 10.2587 3374 0.250979 10.0024 97 148 157 157 157 157 157 157
54 32 7466281 7591250 166 751 10.1583 1204 0.152911 10.0023 110 159 166 166 166 166 166 166
55 32 4753412 11665362 111 310 10.1072 637 0.104307 10.0013 82 111 111 111 111 111 111 111
56 32 8959024 6389833 106 586 10.2174 1064 0.210528 10.0024 81 106 106 106 106 106 106 106
57 32 5279827 16280621 193 1361 10.1736 1949 0.168968 10.0013 104 155 193 193 193 193 193 193
58 32 7981245 12950253 2044 5905 10.3519 7810 0.343424 10.0021 182 531 748 1548 1993 2044 2044 2044
59 32 5529977 13615020 191 843 10.1914 1486 0.185373 10.0023 137 182 191 191 191 191 191 191
60 32 7526293 9699729 274 1109 10.2245 1725 0.21868 10.0025 119 213 260 274 274 274 274 274
61 32 10435205 7787800 91 370 10.1683 856 0.164309 10.0013 79 91 91 91 91 91 91 91
62 32 5427265 12969866 139 348 10.1552 724 0.149886 10.0024 119 139 139 139 139 139 139 139
63 32 6248453 9742434 678 1082 10.2112 1554 0.205865 10.0015 158 330 424 678 678 678 678 678
64 32 8635664 11208414 192 404 10.133 816 0.127728 10.0013 121 173 192 192 192 192 192 192
65 32 11300581 9139679 114 814 10.1737 1593 0.167079 10.0023 91 114 114 114 114 114 114 114
66 32 8045728 9028077 146 860 10.1887 1408 0.183705 10.0013 109 146 146 146 146 146 146 146
67 32 3596314 13239484 117 460 10.1683 885 0.162636 10.0023 86 117 117 117 117 117 117 117
68 32 7374413 9749930 156 1028 10.2003 1726 0.194786 10.0013 107 154 156 156 156 156 156 156
69 32 5038837 13710518 159 1306 10.1917 1844 0.184536 10.0023 97 149 159 159 159 159 159 159
70 32 14014179 4481658 271 788 10.1693 1326 0.162925 10.0023 121 195 247 271 271 271 271 271
71 32 9644285 10871864 120 749 10.1826 1414 0.177757 10.0013 94 120 120 120 120 120 120 120
72 32 6709318 11850082 240 1959 10.2009 2867 0.192598 10.0024 124 196 240 240 240 240 240 240
73 32 9465139 11948624 365 1730 10.2053 2339 0.199787 10.0014 110 202 266 365 365 365 365 365
74 32 10092067 8386583 295 821 10.2036 1388 0.1972 10.0024 165 235 282 295 295 295 295 295
75 32 5507439 10585934 167 903 10.2195 1610 0.21214 10.0023 92 145 167 167 167 167 167 167
76 32 4440334 13759597 351 927 10.2036 1549 0.199376 10.0013 192 290 338 351 351 351 351 351
77 32 9052016 9020287 392 1624 10.2135 2265 0.207544 10.0014 130 237 304 392 392 392 392 392
78 32 6683742 9935109 122 871 10.1936 1285 0.188583 10.0013 90 122 122 122 122 122 122 122
79 32 11454385 5929663 327 3279 10.2652 4435 0.257633 10.0014 150 245 293 327 327 327 327 327
80 32 16169060 9448295 233 2152 10.2887 3306 0.281515 10.0022 112 184 231 233 233 233 233 233
81 32 9882217 7889508 152 294 10.1121 535 0.106979 10.0024 124 152 152 152 152 152 152 152
82 32 10691571 6 38 263 4.30097 446 0.126533 4.17203 38 38 38 38 38 38 38 38
83 32 11526028 9369331 109 1052 10.1856 1626 0.180547 10.0013 83 109 109 109 109 109 109 109
84 32 4058831 10833748 138 910 10.1646 1446 0.15862 10.0013 119 138 138 138 138 138 138 138
85 32 9680305 6671594 198 408 10.1766 688 0.170596 10.0022 110 180 198 198 198 198 198 198
86 32 24218195 6142021 376 628 10.1721 1088 0.165778 10.0023 181 283 330 376 376 376 376 376
87 32 10030416 4779626 216 1142 10.1776 1908 0.170897 10.0023 117 189 216 216 216 216 216 216
88 32 4055420 15468898 385 1120 10.2186 1685 0.212953 10.0023 139 269 319 385 385 385 385 385
89 32 5484643 10006268 253 1142 10.2009 1895 0.194597 10.0024 148 223 253 253 253 253 253 253
90 32 4342008 12859885 146 718 10.1338 1276 0.127012 10.0023 102 142 146 146 146 146 146 146
91 32 7178231 11243193 173 628 10.1626 1024 0.157331 10.0023 97 149 173 173 173 173 173 173
92 32 6206012 12481123 127 542 10.1658 1071 0.160466 10.0022 76 126 127 127 127 127 127 127
93 32 7813206 14105984 293 401 10.1631 673 0.158042 10.0023 103 212 269 293 293 293 293 293
94 32 15065294 7002450 219 1262 10.2186 1924 0.212654 10.0023 107 175 219 219 219 219 219 219
95 32 5848190 13931528 141 420 10.1684 785 0.165001 10.0013 95 138 141 141 141 141 141 141
96 32 8864903 6995920 121 1006 10.1545 1680 0.147886 10.0023 89 121 121 121 121 121 121 121
97 32 4910518 11864431 155 1004 10.1419 1605 0.135637 10.0023 89 139 155 155 155 155 155 155
98 32 9810504 11273337 210 1323 10.2409 2057 0.233532 10.0023 112 173 210 210 210 210 210 210
99 32 10971237 9224937 345 3035 10.242 4453 0.234571 10.0025 135 237 287 345 345 345 345 345
100 32 9325822 9611683 258 350 10.1323 652 0.126756 10.0024 154 230 258 258 258 258 258 258
